drugName,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128
XL647,-0.26947836,0.1043580791938363,0.8963446537016002,-0.517187648,-0.696657859,-0.319699285,0.48774773042273295,0.16986059668218179,0.507607788451454,0.15930138271496594,-0.175922851,-1.435817913,0.46719619584168937,0.921730495928481,0.46668047201690727,-0.354328284,-1.187648395,-0.668983357,-0.68980505,0.4301940221316578,-1.396035135,1.8257786102552116,0.46352972490309907,-0.247306996,-0.608886985,0.09609796861062563,-1.603993875,-0.869176791,0.7727330107327561,0.4185289576742201,-0.932416433,-0.036090232,-0.071642304,0.4005843949365927,0.005974464437815134,0.004223376366087973,1.3396310990880012,-0.903716925,2.757456980734898,0.46565620230297994,-2.343388863,0.35385679101987544,1.7505678147995185,-0.270022572,0.03146853862932055,0.019338126834956643,1.3652821258184955,0.933096411610721,0.05369756468369275,0.8717775986755121,-1.402525888,-0.113513552,-1.030088779,0.2615168230883242,0.6504790847049081,-1.427222304,-0.486683903,-0.38054708,-1.90804899,-0.446933557,-0.139708062,0.7354097180283315,2.341285366089108,1.7880930906351558,-2.152734851,1.427586601971128,-1.319054206,-0.836446845,1.44519678271554,-1.594640123,1.8286525796459365,0.31497619101616275,-1.625689487,-0.77440109,-1.416899829,1.6098229870489527,-0.961359783,-1.707995732,-0.389273408,-1.605919635,0.07135477030750406,-0.837774327,1.5230086655067865,-0.740496188,-0.102747354,0.1674108603380118,0.22449781337040356,1.7070329146411878,-0.560406233,0.6812325564445743,0.17411296071371732,0.5975039073989072,0.8887964426892404,-0.032512776,1.8147021444137865,1.1403523254181993,-0.905186496,-1.181131313,-1.26953151,2.3082046532835694,-0.155862973,0.9127751159469583,-0.856815783,0.6591892111667002,-1.029322535,1.1026650161827194,0.5552389383934965,-0.183024093,-0.598533787,0.21761189434995792,0.13143174538195004,-0.180619091,0.5865501223705893,0.5619487678331192,0.6361659811585113,0.20992884955471489,0.7008271345156774,-0.118757759,2.1593803460062237,0.9544802543891501,0.1660690181463911,0.22886084447164765,1.813882873557732,-0.104299138,-0.194890088,0.22992708047410926,-0.170079054,-0.42791599
Tesevatinib,-0.26947836,0.1043580791938363,0.8963446537016002,-0.517187648,-0.696657859,-0.319699285,0.48774773042273295,0.16986059668218179,0.507607788451454,0.15930138271496594,-0.175922851,-1.435817913,0.46719619584168937,0.921730495928481,0.46668047201690727,-0.354328284,-1.187648395,-0.668983357,-0.68980505,0.4301940221316578,-1.396035135,1.8257786102552116,0.46352972490309907,-0.247306996,-0.608886985,0.09609796861062563,-1.603993875,-0.869176791,0.7727330107327561,0.4185289576742201,-0.932416433,-0.036090232,-0.071642304,0.4005843949365927,0.005974464437815134,0.004223376366087973,1.3396310990880012,-0.903716925,2.757456980734898,0.46565620230297994,-2.343388863,0.35385679101987544,1.7505678147995185,-0.270022572,0.03146853862932055,0.019338126834956643,1.3652821258184955,0.933096411610721,0.05369756468369275,0.8717775986755121,-1.402525888,-0.113513552,-1.030088779,0.2615168230883242,0.6504790847049081,-1.427222304,-0.486683903,-0.38054708,-1.90804899,-0.446933557,-0.139708062,0.7354097180283315,2.341285366089108,1.7880930906351558,-2.152734851,1.427586601971128,-1.319054206,-0.836446845,1.44519678271554,-1.594640123,1.8286525796459365,0.31497619101616275,-1.625689487,-0.77440109,-1.416899829,1.6098229870489527,-0.961359783,-1.707995732,-0.389273408,-1.605919635,0.07135477030750406,-0.837774327,1.5230086655067865,-0.740496188,-0.102747354,0.1674108603380118,0.22449781337040356,1.7070329146411878,-0.560406233,0.6812325564445743,0.17411296071371732,0.5975039073989072,0.8887964426892404,-0.032512776,1.8147021444137865,1.1403523254181993,-0.905186496,-1.181131313,-1.26953151,2.3082046532835694,-0.155862973,0.9127751159469583,-0.856815783,0.6591892111667002,-1.029322535,1.1026650161827194,0.5552389383934965,-0.183024093,-0.598533787,0.21761189434995792,0.13143174538195004,-0.180619091,0.5865501223705893,0.5619487678331192,0.6361659811585113,0.20992884955471489,0.7008271345156774,-0.118757759,2.1593803460062237,0.9544802543891501,0.1660690181463911,0.22886084447164765,1.813882873557732,-0.104299138,-0.194890088,0.22992708047410926,-0.170079054,-0.42791599
CEP-32496,1.43451116419451,-0.28535405,1.2058830342747686,1.8322952724915902,1.5184557617992722,-0.438427925,-0.050652637,0.8508167025268494,-0.016348893,-1.284422213,0.18256056837789092,1.4534891042331688,1.2210571750370351,-0.190500853,-0.24225412,-1.400168416,1.6132104213375829,-1.867904585,0.11722726471324317,-0.102707486,1.7618268229603524,0.3852558010056241,-0.628087856,1.0118935454754696,-1.57356459,-1.077248826,-0.275035873,-1.06604104,-1.137533541,-1.993075342,-0.72193528,0.5490304058022598,1.4472932679213741,1.2528348064120796,1.4729715896542166,0.546864081476264,-0.318345317,0.6973758166302582,-1.401025821,-1.358246251,0.9614776134272175,-0.515013693,1.4029959501003098,-1.027431061,0.9386846898408036,-1.040540468,-0.32826912,0.5777806713523467,1.3467434909900937,1.3260794799955056,-0.321854848,-0.496243345,-1.14868231,0.330935470331347,1.2891555617253996,-1.596417725,-1.186941805,0.9546018710309533,-0.039591965,1.1076087273725854,-1.252227141,-2.483044026,2.71542567629404,1.6658180953159347,-0.218499541,-1.34741464,4.629911230400154,0.5565677706331608,3.3628005609242684,-0.499540677,-0.354627159,1.6293336668594658,1.574830554894336,0.36243189252841057,-1.845085519,1.0746663135425691,-1.288062044,-0.997905623,0.5838616477181257,-1.57884615,0.36869624012556096,0.5884638188398472,1.01613454969859,0.4174578481075625,-0.838053366,-0.787527598,0.4086196061621519,0.4916549687220634,-1.644488095,-2.310645944,1.2708550178363152,-0.360969995,-0.838178685,1.144976053405206,1.6789328730237167,1.4443349666070637,0.27588668802293487,-0.741901438,-2.144717854,-1.062974692,-0.565181032,-1.950413382,0.04270023035795596,0.8706358048369034,2.7093937143333644,-0.453234292,-1.408551406,2.80464017196114,-1.016673026,-1.871794369,2.8587951092948565,1.2627164205738384,-1.181682753,-0.96759938,-0.538373693,0.8863904018519816,-0.387938339,-1.03883263,1.2994206255769087,3.2030091748866574,-0.063875062,-0.904492609,-1.210116174,1.8971734383261876,0.36473174810493325,-0.107266006,2.2680923081673594,-3.721125395
Poziotinib,0.7525860227680845,1.5079260875572953,0.30577131467303803,1.829436811922318,0.6743928919732353,-0.502765348,0.40395256356437365,0.47106431187777453,-0.093607226,0.5176169372430149,-0.414804729,-0.894156665,0.14670057023745695,0.4851561781630211,0.8377953614330476,3.2577006046291883,-0.906083988,-0.015867842,-0.697310394,-0.091659529,-1.916275838,1.8109633974968853,-2.39940058,2.533802298449785,-0.970745912,1.3388544892301153,1.0122706544212783,0.500032424944234,-0.75653462,-0.782879242,-0.544178513,1.0074885321315514,-0.100442033,-0.932601494,1.7634562801003943,-0.240289523,-0.096575683,1.0359064053533322,0.8951276639174642,-0.766899389,0.8137079399221379,-0.331914412,1.221809873250137,1.208336879737669,-0.068727326,1.5601352219713782,-0.76931645,0.6876714931275251,-1.862262248,-0.501566542,-0.073425711,-0.435384146,0.6332610092877381,-0.09548246,1.6250413943018562,-1.634117267,-1.250864335,2.3024301027573,0.8169880229596401,0.9873321227823071,1.9875265026821893,-1.68457926,1.5770643857060873,-1.184880677,0.10217871113392023,2.7482226702873827,-1.519501962,1.398335999997163,-1.659839384,0.35129070022561387,-2.438619418,0.5756853017984221,-1.535391776,1.7896272287184687,1.0619948451858363,0.3451432273130707,-0.026468919,0.4962738905238272,-0.224677915,2.492410671481625,0.2690915650438169,-1.258701299,-0.727748859,-1.614995964,1.1396037136993806,-2.371725347,2.0801179415410913,0.41793253098197036,-2.71340807,-1.767898119,-0.602239965,0.3498801980618744,-2.466240161,-1.605805492,-1.422598482,0.7229167089783324,-1.998446248,0.9914367344394532,0.6868282005306771,2.3229017822278215,-0.612577342,1.7992090347409027,2.2463462175136892,2.7162664874515356,0.17675642760622026,-0.184740638,-1.661076773,-0.779204821,0.9389834544861628,2.257313003691058,-0.875770949,1.2438591871849352,-0.375184704,-1.63360073,-0.824375784,1.029032195544546,-0.254873992,1.5264140480336894,-1.40174764,0.04017727854325791,0.8568198088081538,-0.444322993,0.583848602579499,1.180453462627174,-0.169447521,-0.140520336,-3.56602032,-0.38609516
BMS-599626,-0.068137116,-0.302818585,-1.146661908,0.27619010214525713,0.9562503469372696,-1.632647858,-1.151144769,0.39697998966030346,-0.747182442,0.37853448258567823,-0.303382348,-0.285587225,-0.862108983,-1.792571183,0.583028616613899,-1.824935362,-1.77877385,-0.34293286,1.0970042898942298,-1.091314087,-0.716628081,-0.588733733,1.0866174232795036,-0.752277163,0.6380429397722641,-0.255373748,0.26937450322678813,-2.490420778,-1.872669513,-0.209012304,-0.090242097,-1.009221997,0.580750286673928,-0.057776598,1.1172881275813482,-0.877736314,-0.428841017,0.02412598845956683,0.8794472108204978,-0.454899034,0.0635681455364989,-1.219351448,0.438204758,0.5154994947673596,-2.776008084,-0.081869766,-1.143369892,-1.010210891,-0.553520037,-1.069191891,-0.030007682,0.04207108240750863,0.9985224454178753,-0.65833369,1.3478878916836685,-1.841031352,-0.241826271,0.381217878081952,0.005881750275650659,1.1396828978968674,-0.04648655,1.9538599308347786,-0.012858009,0.04858697898120365,0.06324965907707525,0.370274603675924,-0.195711795,0.1361442232412936,0.10822593793770384,-0.462429499,0.38010865031964636,-0.114699022,0.25924212847997746,-0.095321546,0.5134186759042021,0.293018575429903,-0.16766284,-0.502330857,0.33973532126215794,-0.213807775,0.6348714833992732,-0.520140146,0.23851386583572404,0.3935743615599449,-0.048895023,-0.035281996,0.5630720356144575,-0.651583587,0.05202465921118946,0.4876862376117722,0.06977122755240288,0.6219677970627857,0.44182134634246767,0.18641268062334151,0.05604743309755955,-0.022272892,-0.309421349,-0.221442649,0.06944413457989534,-0.057801707,-0.106278371,-0.548044188,-0.574483501,-0.321537984,-0.100424298,-0.163819205,0.6047635553196016,0.19134263540792681,-0.222905374,-0.127190206,-0.219114356,0.60115600165705,-0.223977104,0.2899126040960974,-0.175524506,-0.285655466,0.34668722792623685,-0.012382489,0.15448331201981663,-0.370200556,0.052614359071687086,0.018907787041617993,-0.124543339,0.06815332393320364,0.01433400746419261,-0.120865623,0.25414353093495057,-0.082668272
AZD-3759,0.6025814935950883,0.4493300016537237,-0.213795998,1.1819256860015215,-0.69694082,-1.151767492,0.5045583197798952,-1.57620202,-1.652464357,0.4535874295660928,-0.783072145,-0.914781114,1.4763158548349868,0.5521691973607047,-0.774187973,0.17738860838139994,0.6002325085733787,-0.16464878,0.09063904092281319,0.6844943954057587,-1.691496322,-1.107933427,1.3621670065989122,-0.106131436,-0.131265331,0.35659832383961226,-0.666984846,-1.093247274,-0.134084254,1.0861489831335327,1.5454363951865022,0.6203638814479316,-0.537993201,-0.852713702,-0.599468402,-0.466305337,0.0340423032680538,-0.340026339,0.05942717487062081,0.1775596836525705,-0.852141959,-0.197857785,0.11954885696253936,-0.321672801,-0.455762713,0.21452368319990153,0.17280343812901663,-0.077482164,0.04512267607414348,0.2615408871847469,0.35916157339364124,-0.161125821,0.10772870082544911,0.023722911917753428,-0.103647236,0.19797155651367374,0.043408430841770804,-0.275936572,-0.245737663,0.16627337899848985,0.0027375867354452756,-0.217547679,-0.511188676,0.23567662084915364,0.08106204368430778,0.08967384409655732,-0.038012204,0.005673331249564447,-0.032214886,0.07553784178319636,-0.067068736,0.0980738343527695,0.15223945042106832,0.3195289580398124,-0.152600873,-0.070761292,0.3781346439016875,-0.015232348,-0.121950401,-0.078310105,0.1287091613741975,0.2563556709523429,-0.195802603,-0.172683749,0.13773377699542577,-0.233680599,0.055985772270646605,0.027148364829489353,-0.115959361,0.16928746100434294,0.03548531741456767,-0.014420371,0.06445867813904799,0.06014877625830076,-0.085889184,0.057394293570771034,0.1521881906659711,0.05032970259855332,-0.127343717,-0.077572486,-0.038664731,-0.018987586,0.011798194127870837,-0.077295175,0.048829822653045175,-0.030075622,0.07853842838983273,0.018421059719541527,-0.012032446,0.19198788774943676,0.05243303706653608,-0.019739879,-0.008180478,0.049396020233098865,0.028434169669574006,0.007039005731497615,0.0575186037098015,0.147352126986263,0.07380459255139628,0.10400958519995415,-0.04657243,-0.048470035,-0.071036726,-0.017452937,0.06114776974050223,-0.008068559,0.04049373670885894,0.0046931716076791365
Osimertinib mesylate,0.6025814935950883,0.4493300016537237,-0.213795998,1.1819256860015215,-0.69694082,-1.151767492,0.5045583197798952,-1.57620202,-1.652464357,0.4535874295660928,-0.783072145,-0.914781114,1.4763158548349868,0.5521691973607047,-0.774187973,0.17738860838139994,0.6002325085733787,-0.16464878,0.09063904092281319,0.6844943954057587,-1.691496322,-1.107933427,1.3621670065989122,-0.106131436,-0.131265331,0.35659832383961226,-0.666984846,-1.093247274,-0.134084254,1.0861489831335327,1.5454363951865022,0.6203638814479316,-0.537993201,-0.852713702,-0.599468402,-0.466305337,0.0340423032680538,-0.340026339,0.05942717487062081,0.1775596836525705,-0.852141959,-0.197857785,0.11954885696253936,-0.321672801,-0.455762713,0.21452368319990153,0.17280343812901663,-0.077482164,0.04512267607414348,0.2615408871847469,0.35916157339364124,-0.161125821,0.10772870082544911,0.023722911917753428,-0.103647236,0.19797155651367374,0.043408430841770804,-0.275936572,-0.245737663,0.16627337899848985,0.0027375867354452756,-0.217547679,-0.511188676,0.23567662084915364,0.08106204368430778,0.08967384409655732,-0.038012204,0.005673331249564447,-0.032214886,0.07553784178319636,-0.067068736,0.0980738343527695,0.15223945042106832,0.3195289580398124,-0.152600873,-0.070761292,0.3781346439016875,-0.015232348,-0.121950401,-0.078310105,0.1287091613741975,0.2563556709523429,-0.195802603,-0.172683749,0.13773377699542577,-0.233680599,0.055985772270646605,0.027148364829489353,-0.115959361,0.16928746100434294,0.03548531741456767,-0.014420371,0.06445867813904799,0.06014877625830076,-0.085889184,0.057394293570771034,0.1521881906659711,0.05032970259855332,-0.127343717,-0.077572486,-0.038664731,-0.018987586,0.011798194127870837,-0.077295175,0.048829822653045175,-0.030075622,0.07853842838983273,0.018421059719541527,-0.012032446,0.19198788774943676,0.05243303706653608,-0.019739879,-0.008180478,0.049396020233098865,0.028434169669574006,0.007039005731497615,0.0575186037098015,0.147352126986263,0.07380459255139628,0.10400958519995415,-0.04657243,-0.048470035,-0.071036726,-0.017452937,0.06114776974050223,-0.008068559,0.04049373670885894,0.0046931716076791365
Rociletinib,0.6025814935950883,0.4493300016537237,-0.213795998,1.1819256860015215,-0.69694082,-1.151767492,0.5045583197798952,-1.57620202,-1.652464357,0.4535874295660928,-0.783072145,-0.914781114,1.4763158548349868,0.5521691973607047,-0.774187973,0.17738860838139994,0.6002325085733787,-0.16464878,0.09063904092281319,0.6844943954057587,-1.691496322,-1.107933427,1.3621670065989122,-0.106131436,-0.131265331,0.35659832383961226,-0.666984846,-1.093247274,-0.134084254,1.0861489831335327,1.5454363951865022,0.6203638814479316,-0.537993201,-0.852713702,-0.599468402,-0.466305337,0.0340423032680538,-0.340026339,0.05942717487062081,0.1775596836525705,-0.852141959,-0.197857785,0.11954885696253936,-0.321672801,-0.455762713,0.21452368319990153,0.17280343812901663,-0.077482164,0.04512267607414348,0.2615408871847469,0.35916157339364124,-0.161125821,0.10772870082544911,0.023722911917753428,-0.103647236,0.19797155651367374,0.043408430841770804,-0.275936572,-0.245737663,0.16627337899848985,0.0027375867354452756,-0.217547679,-0.511188676,0.23567662084915364,0.08106204368430778,0.08967384409655732,-0.038012204,0.005673331249564447,-0.032214886,0.07553784178319636,-0.067068736,0.0980738343527695,0.15223945042106832,0.3195289580398124,-0.152600873,-0.070761292,0.3781346439016875,-0.015232348,-0.121950401,-0.078310105,0.1287091613741975,0.2563556709523429,-0.195802603,-0.172683749,0.13773377699542577,-0.233680599,0.055985772270646605,0.027148364829489353,-0.115959361,0.16928746100434294,0.03548531741456767,-0.014420371,0.06445867813904799,0.06014877625830076,-0.085889184,0.057394293570771034,0.1521881906659711,0.05032970259855332,-0.127343717,-0.077572486,-0.038664731,-0.018987586,0.011798194127870837,-0.077295175,0.048829822653045175,-0.030075622,0.07853842838983273,0.018421059719541527,-0.012032446,0.19198788774943676,0.05243303706653608,-0.019739879,-0.008180478,0.049396020233098865,0.028434169669574006,0.007039005731497615,0.0575186037098015,0.147352126986263,0.07380459255139628,0.10400958519995415,-0.04657243,-0.048470035,-0.071036726,-0.017452937,0.06114776974050223,-0.008068559,0.04049373670885894,0.0046931716076791365
PF-06747775,0.6025814935950883,0.4493300016537237,-0.213795998,1.1819256860015215,-0.69694082,-1.151767492,0.5045583197798952,-1.57620202,-1.652464357,0.4535874295660928,-0.783072145,-0.914781114,1.4763158548349868,0.5521691973607047,-0.774187973,0.17738860838139994,0.6002325085733787,-0.16464878,0.09063904092281319,0.6844943954057587,-1.691496322,-1.107933427,1.3621670065989122,-0.106131436,-0.131265331,0.35659832383961226,-0.666984846,-1.093247274,-0.134084254,1.0861489831335327,1.5454363951865022,0.6203638814479316,-0.537993201,-0.852713702,-0.599468402,-0.466305337,0.0340423032680538,-0.340026339,0.05942717487062081,0.1775596836525705,-0.852141959,-0.197857785,0.11954885696253936,-0.321672801,-0.455762713,0.21452368319990153,0.17280343812901663,-0.077482164,0.04512267607414348,0.2615408871847469,0.35916157339364124,-0.161125821,0.10772870082544911,0.023722911917753428,-0.103647236,0.19797155651367374,0.043408430841770804,-0.275936572,-0.245737663,0.16627337899848985,0.0027375867354452756,-0.217547679,-0.511188676,0.23567662084915364,0.08106204368430778,0.08967384409655732,-0.038012204,0.005673331249564447,-0.032214886,0.07553784178319636,-0.067068736,0.0980738343527695,0.15223945042106832,0.3195289580398124,-0.152600873,-0.070761292,0.3781346439016875,-0.015232348,-0.121950401,-0.078310105,0.1287091613741975,0.2563556709523429,-0.195802603,-0.172683749,0.13773377699542577,-0.233680599,0.055985772270646605,0.027148364829489353,-0.115959361,0.16928746100434294,0.03548531741456767,-0.014420371,0.06445867813904799,0.06014877625830076,-0.085889184,0.057394293570771034,0.1521881906659711,0.05032970259855332,-0.127343717,-0.077572486,-0.038664731,-0.018987586,0.011798194127870837,-0.077295175,0.048829822653045175,-0.030075622,0.07853842838983273,0.018421059719541527,-0.012032446,0.19198788774943676,0.05243303706653608,-0.019739879,-0.008180478,0.049396020233098865,0.028434169669574006,0.007039005731497615,0.0575186037098015,0.147352126986263,0.07380459255139628,0.10400958519995415,-0.04657243,-0.048470035,-0.071036726,-0.017452937,0.06114776974050223,-0.008068559,0.04049373670885894,0.0046931716076791365
Mubritinib,-0.565670383,0.05652145502155591,0.6118541692928362,0.627992773577169,0.02485838648568914,0.12226730799819752,0.45438360610870304,-0.032208718,-0.140498916,-1.474121814,2.162917686346449,-0.754297244,0.18017622843792633,1.3977058997272607,1.0428958133613795,-0.941914846,0.17167831122155386,-0.383851752,-0.086544101,-0.282668919,-0.540871881,-0.397137081,0.7843186308623413,0.1831942761967638,-0.273606549,0.0031443705337410163,-0.88549499,-0.306149084,-0.161078616,0.49200657207444876,0.7530547088016916,0.5407069815715358,-0.638448234,0.032933232836995494,-1.020523462,1.3924363656375862,1.1262305683115315,-1.703819779,-1.615337073,1.5927141593272047,0.1193914827796308,-1.442265637,0.8825206780981714,0.6188168555163136,1.0401185364046914,2.341040434518652,-1.141345675,0.5175201492083698,0.5548839531192961,0.37484660053910307,-0.805271008,0.667955688722286,-1.287302766,0.023827959406804742,-3.303099893,0.3150494010497232,-2.872025681,1.7995319415226532,-1.378186264,-1.092472337,-1.08152302,0.23187723071471805,1.1140053254138835,0.021050071791393992,0.15385022709442867,0.6071341873831146,-0.180008417,-2.845515157,-0.400326922,0.24057669804059317,1.375171009357581,-0.3075745,1.2775439445424182,0.6029893416322513,0.787662612021907,-0.105713673,-0.58538604,0.3804994915412799,1.1320064289855933,-0.968145042,-1.079939581,-0.486807145,-0.530142489,-0.316744762,-0.197096832,1.456143631771743,0.8556306612344577,0.8277238597455773,-2.036684001,0.31289635843271185,-0.554965021,-1.978724066,0.6730253484482157,-0.206922104,1.199443088110567,0.17201568007840867,-0.388107723,-0.274360369,0.2798070640041959,1.6366553890580287,0.9369509819271465,-1.178558476,-0.062645526,-0.306445511,-0.732295104,-0.463762264,-0.665657813,1.388840951393196,0.6041209866314041,1.2396999755333362,-0.437498582,0.7533378295440346,-1.008265248,0.06980580806154164,0.7607816081049648,0.10702115110491527,-0.737267692,0.12284382843506911,-0.631241131,-0.833502467,-0.342277109,-0.628154847,0.266620770772757,-0.090395426,0.3755803431828039,-0.854159798,0.45354802591984533,0.41047866536558186
Tucatinib,-0.565670383,0.05652145502155591,0.6118541692928362,0.627992773577169,0.02485838648568914,0.12226730799819752,0.45438360610870304,-0.032208718,-0.140498916,-1.474121814,2.162917686346449,-0.754297244,0.18017622843792633,1.3977058997272607,1.0428958133613795,-0.941914846,0.17167831122155386,-0.383851752,-0.086544101,-0.282668919,-0.540871881,-0.397137081,0.7843186308623413,0.1831942761967638,-0.273606549,0.0031443705337410163,-0.88549499,-0.306149084,-0.161078616,0.49200657207444876,0.7530547088016916,0.5407069815715358,-0.638448234,0.032933232836995494,-1.020523462,1.3924363656375862,1.1262305683115315,-1.703819779,-1.615337073,1.5927141593272047,0.1193914827796308,-1.442265637,0.8825206780981714,0.6188168555163136,1.0401185364046914,2.341040434518652,-1.141345675,0.5175201492083698,0.5548839531192961,0.37484660053910307,-0.805271008,0.667955688722286,-1.287302766,0.023827959406804742,-3.303099893,0.3150494010497232,-2.872025681,1.7995319415226532,-1.378186264,-1.092472337,-1.08152302,0.23187723071471805,1.1140053254138835,0.021050071791393992,0.15385022709442867,0.6071341873831146,-0.180008417,-2.845515157,-0.400326922,0.24057669804059317,1.375171009357581,-0.3075745,1.2775439445424182,0.6029893416322513,0.787662612021907,-0.105713673,-0.58538604,0.3804994915412799,1.1320064289855933,-0.968145042,-1.079939581,-0.486807145,-0.530142489,-0.316744762,-0.197096832,1.456143631771743,0.8556306612344577,0.8277238597455773,-2.036684001,0.31289635843271185,-0.554965021,-1.978724066,0.6730253484482157,-0.206922104,1.199443088110567,0.17201568007840867,-0.388107723,-0.274360369,0.2798070640041959,1.6366553890580287,0.9369509819271465,-1.178558476,-0.062645526,-0.306445511,-0.732295104,-0.463762264,-0.665657813,1.388840951393196,0.6041209866314041,1.2396999755333362,-0.437498582,0.7533378295440346,-1.008265248,0.06980580806154164,0.7607816081049648,0.10702115110491527,-0.737267692,0.12284382843506911,-0.631241131,-0.833502467,-0.342277109,-0.628154847,0.266620770772757,-0.090395426,0.3755803431828039,-0.854159798,0.45354802591984533,0.41047866536558186
Sapitinib,0.6810175933663889,-0.356567893,-0.169148126,-0.202032729,-1.818950961,-0.547846324,-2.03511664,0.7415871219934926,-1.085500242,0.8632534357837676,-0.696194787,-0.6684677,0.18198527373214543,-1.514333289,0.22932673378180127,-1.27119331,-0.306425586,0.19966739221757715,1.2147833778028538,-0.423395204,-0.719829652,1.0093248910096404,-1.452493176,1.7944020160411516,1.478695700989489,-0.311007496,-0.752036925,-0.487578912,-0.370287572,1.6395267443852992,-2.914044727,0.17810670873607803,-0.65409991,-1.573823862,0.24763346615782578,0.3491241257913625,0.7190991928009626,-0.089925803,-0.110744556,-0.27256272,-0.000892928,0.4819924363920316,0.174401534968266,0.6276210701894508,1.0557628040534999,-1.744670666,-0.878610198,-1.243350478,-0.12197747,-2.434093355,0.25902461062100246,0.569097010117476,-0.467107555,1.492523470762004,-0.020332119,-0.293809955,-0.078366117,-0.060586109,2.51685756334636,-0.735271478,1.592949047781611,1.9001283329909173,2.106330075508351,2.3251897912788957,-0.458223049,0.18421100547535407,-0.057475706,0.6815945746505689,0.03389762014008408,1.2771120378015053,0.17199735297740276,1.4196278632977268,-0.359196735,-0.577232553,2.8055260370203237,0.6247512998532319,-0.526794389,-0.022000199,-1.590615918,-1.389306476,2.6562954149921265,1.1257882943034847,1.0413853862487519,3.700126879211334,-1.615199252,-0.25076744,2.5917549000344864,-0.27018267,2.535709393068443,-1.308886335,2.693457496810879,0.9671500036488009,1.1783943619316959,0.6545402626349321,0.34483075415432296,-0.395566052,-3.417505388,4.56975193852007,0.31295363163551904,-2.384140639,-3.039714125,0.38306084889946035,0.16020117832079533,-3.336139464,-2.433580556,-3.942234434,1.231838393506832,1.6499578066682499,1.073399281886289,1.6138126434620597,1.8361035121565,0.7994609424609266,-0.385880745,-1.81096995,0.23293364126472613,-1.293357312,0.0684686038641867,-1.438769483,-1.316463046,-0.8608773,-3.500830069,0.07018219029045143,-4.374816624,-1.242887891,-0.322977822,1.584624141895788,-1.901681788,-0.79789746
AST-1306,-0.299442009,0.1748853896858742,0.5624837791411647,1.0816928986912577,0.2630232105088676,0.654918028647458,0.47768437563569693,0.048536355478885435,-0.315954232,0.00221967321046746,-1.555508897,0.25122201241845415,0.2471573352601747,0.5758746148972536,-0.311883012,0.8975305374501547,0.48635159162537367,-0.443422265,0.0780639031975295,-1.174646307,0.7611933843808842,-0.051512351,1.2981099891382222,0.16462637855938783,0.24210293478832398,-0.234608677,-0.011022154,0.423941573721993,0.8889324895688391,-0.018536193,1.1070022690965637,-1.232560239,-0.486258095,-1.988969624,0.5373060920638079,1.1389201809209373,-0.92486071,0.1702517092326386,-2.001177198,0.5164703300314532,0.39169328273128406,-0.494408332,-0.298755569,0.9980469860182338,1.1354019313879278,0.9000415807510798,-0.117778923,1.2951832912763293,-1.689492031,0.5363461486422505,0.06298160887294851,0.8758309440139697,0.16848314360761527,0.7544410374996069,0.004180791018770233,0.17637705809992105,1.42573031044419,0.9217259123864886,-0.475153824,-0.447951604,-2.755014707,-1.325897621,0.0020229607506410613,-0.449374477,-0.746591126,1.2417415560031781,-1.99795292,-0.063588524,-2.177603981,1.7351188074626378,0.24891705919316193,-1.218214023,-0.619395768,-0.225342213,-2.563023986,-0.996277847,-0.687558918,-1.436437283,-0.281095779,-0.285306294,0.03568300427350498,0.10204094550117507,1.5279817218935434,-0.545494938,-0.710160588,0.8364368917922654,-0.791772997,-1.355893182,-0.390931074,-0.755089644,-0.081118484,1.1825769196191902,1.1688678068155915,1.1392918146105155,1.2235316317760787,1.4191798253421697,0.7154042323635694,-1.705904714,0.7545780488391463,-0.61006829,0.2747732077111267,-1.041098384,0.6779437301616889,-0.505410553,-0.458517657,-1.546121664,0.2094104515459456,-0.722036898,-1.796008096,-0.194085575,1.0908611898198604,1.2131585598422985,-0.478628138,0.6387710020156299,0.25344813168919667,0.5923812721994041,-0.243738424,0.6551269417576626,-0.2424697,-1.169314124,0.8935010354165389,0.0730961281432355,0.3916317167169284,0.617368161929376,0.3764165057390855,-0.624787882,0.7216483338281601,0.2933560310466531
